spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18
srht,linear,srht,bipolar,none,raw,,,,xor,0,2048,64,4,30,cosine,uniform,1,32,0,0.2449999898672104,0.2083333432674408,-0.1726633757352829,0.7909968114506165,0.012,544.0,1.0,141312,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,xor,0,2048,64,4,30,cosine,uniform,1,32,0,0.3199999928474426,0.25833335518836975,-0.025218574330210686,0.9913400049018347,0.014,544.0,1.0,141312,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,xor,0,2048,64,4,30,cosine,uniform,1,32,0,0.29499998688697815,0.32500001788139343,-0.021888673305511475,0.990551100205554,0.019,544.0,1.0,141312,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,xor,0,2048,64,4,30,cosine,uniform,1,32,0,0.4599999785423279,0.4333333671092987,-0.003956908825784922,0.6241943642531447,0.025,552.0,32.0,141312,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,xor,0,2048,64,4,30,cosine,uniform,1,32,0,0.44999998807907104,0.4791666865348816,-1.5849993360461667e-05,0.004557943646656972,0.009,544.25,1.0,141312,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,xor,0,2048,64,4,30,cosine,uniform,1,32,0,0.23499999940395355,0.22500000894069672,-0.06282512098550797,0.9316029465193376,0.075,544.5,1.0,141440,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,xor,0,2048,64,4,30,cosine,uniform,1,32,0,0.20499999821186066,0.26250001788139343,-0.03297895938158035,0.9857860986878714,0.045,544.0,1.0,141312,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,xor,0,4096,64,4,30,cosine,uniform,1,32,0,0.2800000011920929,0.25,-0.025930099189281464,0.9928306667774534,0.015,1088.0,1.0,282624,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,xor,0,4096,64,4,30,cosine,uniform,1,32,0,0.22499999403953552,0.26250001788139343,-0.0165258701890707,0.9926026100465809,0.008,1088.0,1.0,282624,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,xor,0,4096,64,4,30,cosine,uniform,1,32,0,0.28999999165534973,0.2708333432674408,-0.029636546969413757,0.9918199375671072,0.007,193.3,1.0,53581,0,0,0.1263,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,xor,0,4096,64,4,30,cosine,uniform,1,32,0,0.3050000071525574,0.25,-0.0005274221766740084,0.7922725063424161,0.006,64.25,1.0,20544,0,0,0.0002,64.0,,,,
srht,linear,srht,bipolar,none,raw,,,,xor,0,4096,64,4,30,cosine,uniform,1,32,0,0.3199999928474426,0.25833335518836975,-0.1839839518070221,0.7975218398827681,0.008,1088.0,1.0,282624,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,xor,0,4096,64,4,30,cosine,uniform,1,32,0,0.26999998092651367,0.26250001788139343,-0.03010738454759121,0.9956288793433459,0.02,1088.0,1.0,282624,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,xor,0,4096,64,4,30,cosine,uniform,1,32,0,0.29499998688697815,0.23750001192092896,-0.019021278247237206,0.9952535364572487,0.018,1088.0,1.0,282624,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,xor,0,4096,64,4,30,cosine,uniform,1,32,0,0.4050000011920929,0.4375000298023224,-0.003822501515969634,0.6507132569942559,0.028,1104.0,32.0,282624,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,xor,0,4096,64,4,30,cosine,uniform,1,32,0,0.5249999761581421,0.5208333730697632,5.0714366807369515e-05,0.003676706316914097,0.017,1088.5,1.0,282624,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,xor,0,4096,64,4,30,cosine,uniform,1,32,0,0.23999999463558197,0.21666668355464935,-0.06260427087545395,0.9354246060255874,0.085,1088.5,1.0,282752,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,xor,0,4096,64,4,30,cosine,uniform,1,32,0,0.2800000011920929,0.22500000894069672,-0.02736503817141056,0.9931585147608163,0.063,1088.0,1.0,282624,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,xor,1,32,64,4,30,cosine,uniform,1,32,0,0.23499999940395355,0.25,-0.22945567965507507,0.6069195989444324,0.011,8.5,1.0,2208,0,0,1.0,32.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,xor,1,32,64,4,30,cosine,uniform,1,32,0,0.2849999964237213,0.19583334028720856,-0.3358581066131592,0.6285792452683994,0.006,8.5,1.0,2208,0,0,1.0,32.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,xor,1,32,64,4,30,cosine,uniform,1,32,0,0.2199999988079071,0.24166667461395264,-0.28020280599594116,0.5884184367951898,0.006,1.6,1.0,441,0,0,0.1372,32.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,xor,1,32,64,4,30,cosine,uniform,1,32,0,0.2800000011920929,0.23333334922790527,-0.20856887102127075,0.6024839435865296,0.006,0.75,1.0,224,0,0,0.0312,28.0,,,,
srht,linear,srht,bipolar,none,raw,,,,xor,1,32,64,4,30,cosine,uniform,1,32,0,0.28999999165534973,0.18333333730697632,-0.33619463443756104,0.6077044363780442,0.01,8.5,1.0,2208,0,0,1.0,29.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,xor,1,32,64,4,30,cosine,uniform,1,32,0,0.25,0.22500000894069672,-0.2967359125614166,0.6379392519015227,0.012,8.5,1.0,2208,0,0,1.0,32.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,xor,1,32,64,4,30,cosine,uniform,1,32,0,0.2449999898672104,0.27916666865348816,-0.2729054391384125,0.5589968913818706,0.015,8.5,1.0,2208,0,0,1.0,32.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,xor,1,32,64,4,30,cosine,uniform,1,32,0,0.25999999046325684,0.2083333432674408,-0.13741707801818848,0.06718523798400015,0.022,8.62,32.0,2208,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,xor,1,32,64,4,30,cosine,uniform,1,32,0,0.22999998927116394,0.2750000059604645,-0.01710674725472927,-0.005672908654370391,0.014,8.5,1.0,2208,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,xor,1,32,64,4,30,cosine,uniform,1,32,0,0.28999999165534973,0.2291666716337204,-0.13761352002620697,0.6128701856190981,0.073,9.0,1.0,2336,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,xor,1,32,64,4,30,cosine,uniform,1,32,0,0.23499999940395355,0.25,-0.22945567965507507,0.6069195989444324,0.01,8.5,1.0,2208,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,xor,1,64,64,4,30,cosine,uniform,1,32,0,0.2549999952316284,0.2458333522081375,-0.17407459020614624,0.7262165383637198,0.01,17.0,1.0,4416,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,xor,1,64,64,4,30,cosine,uniform,1,32,0,0.25999999046325684,0.2458333522081375,-0.19289150834083557,0.7487218646760279,0.008,17.0,1.0,4416,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,xor,1,64,64,4,30,cosine,uniform,1,32,0,0.22999998927116394,0.2666666805744171,-0.13905160129070282,0.7411583266005862,0.01,3.22,1.0,888,0,0,0.1387,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,xor,1,64,64,4,30,cosine,uniform,1,32,0,0.26999998092651367,0.30000001192092896,-0.05697641149163246,0.7139524140012774,0.009,1.25,1.0,384,0,0,0.0156,42.0,,,,
srht,linear,srht,bipolar,none,raw,,,,xor,1,64,64,4,30,cosine,uniform,1,32,0,0.19999998807907104,0.32083335518836975,-0.1827753335237503,0.6336471084059581,0.01,17.0,1.0,4416,0,0,1.0,43.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,xor,1,64,64,4,30,cosine,uniform,1,32,0,0.25,0.25833335518836975,-0.18135754764080048,0.7948236978314462,0.009,17.0,1.0,4416,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,xor,1,64,64,4,30,cosine,uniform,1,32,0,0.23999999463558197,0.2750000059604645,-0.16283902525901794,0.709712750626444,0.014,17.0,1.0,4416,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,xor,1,64,64,4,30,cosine,uniform,1,32,0,0.3499999940395355,0.3375000059604645,-0.016769912093877792,0.5003193677351533,0.015,17.25,32.0,4416,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,xor,1,64,64,4,30,cosine,uniform,1,32,0,0.3199999928474426,0.28333336114883423,-0.009382224641740322,-0.0029554289526975692,0.01,17.01,1.0,4416,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,xor,1,64,64,4,30,cosine,uniform,1,32,0,0.17499999701976776,0.2708333432674408,-0.08971494436264038,0.6970052772470574,0.071,17.5,1.0,4544,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,xor,1,64,64,4,30,cosine,uniform,1,32,0,0.23499999940395355,0.28333336114883423,-0.16189254820346832,0.7295464135619187,0.017,17.0,1.0,4416,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,xor,1,128,64,4,30,cosine,uniform,1,32,0,0.2549999952316284,0.2875000238418579,-0.10135310888290405,0.8149974590464586,0.006,34.0,1.0,8832,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,xor,1,128,64,4,30,cosine,uniform,1,32,0,0.25999999046325684,0.2083333432674408,-0.11888428032398224,0.8477093270836631,0.01,34.0,1.0,8832,0,0,1.0,64.0,,,,
